Optimizer,Learning_Rate,Weight_Decay,Batch_Size,Epochs,Loss_Function,Training_Subset_Size,Training_Time,Inference_Time,Final_Train_Accuracy,Final_Test_Accuracy
GradientTransformationExtraArgs,0.01,N/A,100,10,map_loss,2000 (full dataset),999.07,0.10,0.92,0.92
