Optimizer,Learning_Rate,Weight_Decay,Batch_Size,Epochs,Loss_Function,Training_Subset_Size,Training_Time,Inference_Time,Final_Train_Accuracy,Final_Test_Accuracy
SGD,0.1,0,64,20,L1Loss,10000 (10% of full dataset),657.69,9.89,1.00,1.00
